iter	F1	Logloss
157	0.4526188527	0.6878351903
158	0.4527047858	0.6878240834
159	0.4529184431	0.6878091089
160	0.4532642332	0.6877928453
161	0.4533918826	0.6877689456
162	0.4533791468	0.6877421204
163	0.4546710332	0.6877198075
164	0.4561541882	0.6876987837
165	0.4564000265	0.6876836605
166	0.4566628188	0.6876535628
167	0.4570505399	0.687637547
168	0.4573497108	0.6876232171
169	0.4579893264	0.6876033834
170	0.4581407588	0.6875804754
171	0.4585331842	0.6875647076
172	0.4587856064	0.6875446755
173	0.4595904772	0.6875271226
174	0.4607514252	0.6875031734
175	0.4615561293	0.6874787283
176	0.4624100219	0.687455027
177	0.462458881	0.6874334082
178	0.4626475009	0.6874178883
179	0.4632130435	0.6874051451
180	0.4630595692	0.687389774
181	0.4643030225	0.687371874
182	0.4653949017	0.6873557591
183	0.4655072907	0.6873294794
184	0.465688563	0.6873096456
185	0.4669042248	0.6872891673
186	0.4671702618	0.687272854
187	0.4675904374	0.6872610034
188	0.467971725	0.6872431034
189	0.4682220204	0.6872205425
190	0.4683907836	0.6872047747
191	0.4685627796	0.6871819659
192	0.469118638	0.6871623305
193	0.4697068405	0.6871396208
194	0.4705181377	0.6871206796
195	0.4715501472	0.6871032259
196	0.4723147942	0.6870893919
197	0.4731199724	0.6870704011
198	0.4735352284	0.6870511128
199	0.474279666	0.6870291469
200	0.4749423735	0.6870062885
201	0.4759452383	0.6869879919
202	0.4766759121	0.6869663731
203	0.4771453692	0.6869459443
204	0.4784037455	0.6869219951
205	0.4793204755	0.6869045414
206	0.4791941032	0.6868842118
207	0.4795282227	0.6868690886
208	0.4799336216	0.6868552545
209	0.4804943161	0.6868381975
210	0.4815703439	0.6868196529
211	0.4823103694	0.6868007613
212	0.4824236673	0.6867883156
213	0.4828510151	0.6867677381
214	0.4833795858	0.6867502844
215	0.4839182035	0.6867322357
216	0.4845043878	0.6867036255
217	0.4849137729	0.6866920724
218	0.48539721	0.6866714949
219	0.4859096617	0.6866521074
220	0.4865809864	0.6866332653
221	0.4875086408	0.6866079277
222	0.488426955	0.6865909699
223	0.4886723803	0.6865709874
224	0.488907792	0.6865451043
225	0.4895870775	0.6865252706
226	0.4903128949	0.6864932391
227	0.4907237791	0.6864702319
228	0.4912919717	0.6864548608
229	0.49138717	0.6864313082
230	0.4913887482	0.6864066152
231	0.4916072417	0.6863822197
232	0.4916845302	0.6863675427
233	0.4917357409	0.6863399738
234	0.4921488569	0.6863204376
235	0.4921618137	0.6863120578
236	0.4924551348	0.6862953975
237	0.4930325394	0.6862755637
238	0.4933081443	0.6862614818
239	0.4935329282	0.686245466
240	0.4939753991	0.6862209713
241	0.4941034747	0.6862067406
242	0.494600862	0.686187849
243	0.4950478954	0.6861651889
244	0.4952273399	0.6861542804
245	0.4954860235	0.6861400001
246	0.495801899	0.686117935
247	0.4962044224	0.6861021176
248	0.4962085517	0.68607678
249	0.4963380181	0.686064136
250	0.496441574	0.6860498557
251	0.4967239947	0.6860270469
252	0.4969389689	0.6860060231
253	0.4972019507	0.6859902057
254	0.4973288065	0.6859748841
255	0.4975397626	0.6859522737
256	0.4979814791	0.6859350183
257	0.498400456	0.6859174159
258	0.4987815018	0.6859029868
259	0.4989874188	0.6858871694
260	0.4991134663	0.6858663935
261	0.4992612625	0.6858484936
262	0.4995160599	0.6858294532
263	0.4999616205	0.6858100161
264	0.500323606	0.6857928103
265	0.5008063101	0.6857718362
266	0.501018791	0.685748234
267	0.5014931874	0.6857295407
268	0.5017546401	0.6857110457
269	0.5017240553	0.6856898732
270	0.5017511704	0.685682981
271	0.5019771407	0.6856643373
272	0.5024915295	0.6856442556
273	0.5026556029	0.6856230831
274	0.5026862841	0.6855971504
275	0.5029436977	0.685575135
276	0.5032715677	0.6855652181
277	0.5033526669	0.6855505411
278	0.50347725	0.6855311041
279	0.5036373847	0.6855206418
280	0.5037480815	0.6855064111
281	0.5040651242	0.6854921803
282	0.504524999	0.6854797843
283	0.504638597	0.6854618843
284	0.5048662643	0.6854481494
285	0.5051493162	0.6854361996
286	0.5054431242	0.6854087794
287	0.5056885573	0.6853890449
288	0.5056992024	0.685373277
289	0.5060125682	0.685351807
290	0.5062868142	0.68533475
291	0.5062206403	0.6853140733
292	0.5063545927	0.685297413
293	0.5065955164	0.6852786205
294	0.506642147	0.6852707366
295	0.5067960469	0.6852531837
296	0.5068546099	0.6852361267
297	0.5070622051	0.6852194168
298	0.5073326394	0.6852050869
299	0.5074040683	0.6851879803
300	0.5076920686	0.6851703778
301	0.5077671311	0.6851543621
302	0.5078759236	0.6851244627
303	0.5082304968	0.6851038356
304	0.5087271739	0.6850934725
305	0.5088189183	0.6850801343
306	0.5091200434	0.6850663002
307	0.5091177208	0.6850507803
308	0.5092133429	0.6850331283
309	0.5094170969	0.6850165175
310	0.5097345059	0.6849999068
311	0.510010274	0.6849784863
312	0.510065325	0.6849628177
313	0.5103574598	0.6849463061
314	0.5105503061	0.6849223568
315	0.5108421928	0.6849093161
316	0.511045891	0.6848885899
317	0.5111205081	0.684876293
318	0.5111079042	0.6848638473
319	0.5111126839	0.6848436169
320	0.5112304206	0.6848253202
321	0.5115016026	0.6848095028
322	0.5116650119	0.6847901649
323	0.5119193188	0.6847638852
324	0.5120716103	0.6847477703
325	0.512058462	0.6847389443
326	0.5125196704	0.6847165817
327	0.5128407387	0.6846922358
328	0.5131176608	0.6846728483
329	0.5132658876	0.684659411
330	0.5133260107	0.6846424035
331	0.5132900474	0.6846192972
332	0.5134495964	0.6845975793
333	0.5134532312	0.68457363
334	0.5137292113	0.6845554325
335	0.5140435497	0.6845345575
336	0.5140340934	0.6845294008
337	0.5142133918	0.6845137817
338	0.5143362945	0.6844900308
339	0.5146253723	0.684461966
340	0.5146660203	0.6844520987
341	0.5151849882	0.68443167
342	0.5153804687	0.6844074232
343	0.5157483358	0.6843876886
344	0.5158795706	0.6843716233
345	0.5163595602	0.6843583347
346	0.5166984924	0.6843419223
347	0.5168572618	0.6843222869
348	0.5172016167	0.6842986351
349	0.5172685051	0.6842802889
350	0.517382337	0.6842664053
351	0.5174750501	0.6842435469
352	0.5175949854	0.6842213827
353	0.5176866249	0.6842105733
354	0.5177276585	0.6842016977
355	0.5178637561	0.6841844919
356	0.5179003571	0.6841729388
357	0.5181479837	0.6841526588
358	0.5181220319	0.6841432873
359	0.5184277831	0.684122214
360	0.5186769502	0.6841055536
361	0.518984498	0.6840932071
362	0.5191759247	0.6840780839
363	0.5193112591	0.6840528454
364	0.5193808778	0.6840339538
365	0.5194794535	0.6840255244
366	0.5196469795	0.6840044511
367	0.5196408433	0.6839884353
368	0.5198036533	0.6839712791
369	0.5201508294	0.6839492141
370	0.5201948325	0.6839411319
371	0.5202582089	0.6839270499
372	0.5203451354	0.6839166372
373	0.5204061599	0.6839002248
374	0.5205084444	0.6838790522
375	0.5206256924	0.6838640282
376	0.5209783264	0.6838494008
377	0.5211102207	0.6838362609
378	0.5212035715	0.6838191047
379	0.5212529034	0.6838047749
380	0.5214149067	0.6837792885
381	0.5215011207	0.6837627273
382	0.5215462131	0.683744034
383	0.5216191994	0.6837354559
384	0.5216069473	0.6837302991
385	0.5217028311	0.6837189443
386	0.5219061717	0.6837018377
387	0.5220639139	0.6836860203
388	0.5221054508	0.683678186
389	0.522385436	0.6836525013
390	0.5224355647	0.6836326179
391	0.5225506857	0.6836192797
392	0.5226919082	0.6836042061
393	0.522719689	0.6835863557
394	0.5228282994	0.683568307
395	0.5229033336	0.6835428702
396	0.5232418211	0.6835169376
397	0.5234243202	0.6835020127
398	0.5235345729	0.6834856995
399	0.523662695	0.6834619486
400	0.5237012872	0.6834438503
401	0.5239048071	0.6834216861
402	0.5239745955	0.6834041828
403	0.5240862926	0.6833837044
404	0.5243380938	0.6833603502
405	0.5244588141	0.683339971
406	0.5245473799	0.6833237569
407	0.5250200954	0.6833023861
408	0.5251495561	0.6832810152
409	0.5253469698	0.683256818
410	0.5253979864	0.683237381
411	0.5254967574	0.6832211173
412	0.5255629367	0.6832033661
413	0.525650603	0.6831862595
414	0.5258152566	0.6831593848
415	0.5259489014	0.6831455507
416	0.5259968524	0.6831361793
417	0.5260566907	0.6831201635
418	0.5260762563	0.6830975531
419	0.5261686464	0.6830732567
420	0.5262488557	0.6830614557
421	0.5263597375	0.6830470266
422	0.5265180561	0.6830297217
423	0.5267475929	0.6830144993
424	0.5267321263	0.6830086483
425	0.5267450355	0.6830034419
426	0.5269546866	0.6829928309
427	0.5271065279	0.682977311
428	0.5271413306	0.6829660553
429	0.527289907	0.6829480562
430	0.5273433384	0.6829365526
431	0.5275358357	0.6829145868
432	0.5275540894	0.682899761
433	0.5276930594	0.6828806711
434	0.5279072787	0.6828535484
435	0.5279678337	0.6828423423
436	0.5281093353	0.6828162114
437	0.5280613723	0.6828035674
438	0.5281097028	0.6827933034
439	0.5283063321	0.6827672716
440	0.5284347383	0.6827504129
441	0.5285343419	0.6827375706
442	0.5285578026	0.6827255216
443	0.5286188515	0.6827055887
444	0.5286832114	0.6826862012
445	0.5288748366	0.6826698879
446	0.5291020186	0.6826560043
447	0.5294077746	0.6826342368
448	0.5296427258	0.6826124197
449	0.5298722479	0.6825988831
450	0.5300197824	0.6825857433
451	0.5301146835	0.6825695292
452	0.5301699544	0.6825619428
453	0.5302629907	0.6825441916
454	0.5303600068	0.6825218786
455	0.530570733	0.6825044745
456	0.5306604426	0.6824838474
457	0.5308245334	0.6824651045
458	0.530886346	0.6824459649
459	0.5308360543	0.6824262304
460	0.5309358066	0.6824125947
461	0.5309941007	0.6823905792
462	0.5311870653	0.6823677208
463	0.5313802289	0.6823522009
464	0.5314440017	0.6823329126
465	0.5315502516	0.6823156572
466	0.5318520333	0.6823014761
467	0.5319217442	0.6822894767
468	0.5319834184	0.6822719238
469	0.5322806486	0.6822522388
470	0.5323418344	0.6822444541
471	0.5325193029	0.6822275954
472	0.5326536717	0.6822033487
473	0.5327090951	0.6821861429
474	0.5327782967	0.6821722593
475	0.5328392324	0.6821630861
476	0.5329383638	0.6821440953
477	0.5330711215	0.6821237657
478	0.5331129933	0.6821019982
479	0.5331474807	0.6820870733
480	0.5332608166	0.6820681817
481	0.5334934469	0.6820447779
482	0.5336290014	0.6820281671
483	0.5337179453	0.6820126472
484	0.5338031673	0.6819964827
485	0.5341577744	0.681969608
486	0.5342258985	0.6819609307
487	0.5343736251	0.6819378244
488	0.534454644	0.6819207674
489	0.5345957345	0.6819006857
490	0.5346290293	0.6818888846
491	0.5346707379	0.6818790669
492	0.5346738611	0.6818654312
493	0.5347398808	0.6818451512
494	0.5349253	0.6818288875
495	0.5350543239	0.6818043433
496	0.5353090139	0.681777419
497	0.5354813614	0.6817643287
498	0.5355428139	0.6817505938
499	0.5356450956	0.68172719
500	0.5356582985	0.6817158352
501	0.5357215937	0.6816983319
502	0.5358669027	0.6816806799
503	0.5359406974	0.6816645154
504	0.5359642167	0.6816566315
505	0.5360113798	0.6816471113
506	0.5361178153	0.6816237074
507	0.5361851225	0.6816162202
508	0.5362413362	0.6815982211
509	0.5364579221	0.6815815607
510	0.5365416077	0.681563512
511	0.5366526628	0.6815436287
512	0.5367048197	0.6815304888
513	0.5368242689	0.6815039612
514	0.5368988663	0.6814876479
515	0.5370290241	0.6814679134
516	0.5371683138	0.6814515505
517	0.5372683227	0.6814329564
518	0.5373071808	0.6814225933
519	0.537427711	0.6814000324
520	0.5374234316	0.6813825787
521	0.5377215377	0.6813559519
522	0.5377654984	0.6813443987
523	0.5379148341	0.681329573
524	0.5379956887	0.6813112764
525	0.5382285771	0.6812878725
526	0.5383400778	0.6812694272
527	0.5384174629	0.6812554444
528	0.5385249853	0.6812405195
529	0.5385509535	0.6812269334
530	0.5386297463	0.68120705
531	0.5387773235	0.6811973811
532	0.5388210118	0.6811696138
533	0.5389785754	0.6811439787
534	0.5391026308	0.6811248887
535	0.5392497012	0.6811071871
536	0.5393411674	0.6810905764
537	0.5394052874	0.6810736681
538	0.5393319174	0.6810596853
539	0.5394528515	0.681035984
540	0.5394885927	0.6810226458
541	0.5396112946	0.6810097538
542	0.5395856851	0.6809968123
543	0.539731942	0.6809767307
544	0.5398265689	0.6809591282
545	0.539947375	0.6809374103
546	0.5400968926	0.6809089984
547	0.5403168243	0.6808899084
548	0.5403594299	0.6808753306
549	0.5404671429	0.6808563894
550	0.5406232625	0.6808336798
551	0.5407145351	0.680822672
552	0.5407896061	0.68080621
553	0.5408533469	0.6807925743
554	0.5410443838	0.6807724927
555	0.541106478	0.680758609
556	0.5412795497	0.6807355523
557	0.5414176633	0.6807133385
558	0.5415599229	0.6807004466
559	0.5416302628	0.6806833896
560	0.5417571142	0.6806629112
561	0.5419968717	0.6806463005
562	0.5420985389	0.6806299376
563	0.5421685627	0.6806170953
564	0.5423846877	0.6805898239
565	0.5425086869	0.6805734114
566	0.5425982231	0.6805542223
567	0.542672132	0.6805389007
568	0.5428185638	0.6805224387
569	0.5429112054	0.6805016133
570	0.5429650741	0.6804788541
571	0.5432587919	0.6804545081
572	0.543288849	0.6804430046
573	0.5433999352	0.680423865
574	0.5435656545	0.6804079484
575	0.5435974381	0.6803956019
576	0.543699347	0.6803813216
577	0.5438098977	0.6803699668
578	0.5440262151	0.6803473067
579	0.5441691575	0.6803311918
580	0.5443552069	0.6803149281
581	0.5444548632	0.6802967803
582	0.544551652	0.6802783349
583	0.5446225279	0.6802563194
584	0.5448402832	0.680236089
585	0.544925243	0.680222255
586	0.5449961378	0.6802036112
587	0.5450192483	0.6801883393
588	0.54523838	0.6801654809
589	0.5452562064	0.6801497626
590	0.5453555504	0.6801301768
591	0.5453807239	0.6801172353
592	0.5455178894	0.6800949223
593	0.5456631725	0.6800792041
594	0.5456837215	0.6800575853
595	0.5458543733	0.6800302643
596	0.5459699475	0.6800157857
597	0.5460844559	0.6799942661
598	0.5461551368	0.6799763661
599	0.5461583297	0.67996397
600	0.5463038042	0.6799407645
601	0.546348496	0.6799285668
602	0.5464773726	0.6799050142
603	0.546581373	0.679882255
604	0.5466600704	0.6798680739
605	0.5468190702	0.6798425379
606	0.5468890597	0.6798173986
607	0.5470147932	0.6797943419
608	0.5470768981	0.679780855
609	0.5471353102	0.679769401
610	0.5472307557	0.6797510052
611	0.5474064747	0.679731221
612	0.5474822702	0.6797113377
613	0.5474938547	0.6796931898
614	0.5476046404	0.6796748932
615	0.5477294893	0.6796500514
616	0.5478463237	0.679628036
617	0.5479807165	0.6796077559
618	0.5480604706	0.6795858397
619	0.5481239849	0.6795666505
620	0.5482260139	0.6795567336
621	0.5482384145	0.6795456267
622	0.5482567747	0.6795309994
623	0.5484812389	0.6795093806
624	0.5485649841	0.6794937119
625	0.5488577833	0.679476159
626	0.5489080726	0.6794572674
627	0.5490390729	0.6794378303
628	0.5492541159	0.679412344
629	0.5492853384	0.6794003941
630	0.5493741	0.6793788249
631	0.5495198271	0.6793641976
632	0.5495506224	0.6793528427
633	0.5496471465	0.6793323644
634	0.5497223382	0.6793169932
635	0.5498760565	0.6792970603
636	0.5499257383	0.6792840692
637	0.5500050471	0.679263095
638	0.5501195221	0.67924103
639	0.5502308067	0.6792261051
640	0.5502980111	0.6792038417
641	0.5504528872	0.679179595
642	0.5505485849	0.6791595629
643	0.5507594222	0.6791430513
644	0.5508061603	0.6791236142
645	0.5509178043	0.6791052184
646	0.5509622305	0.6790835996
647	0.5511361328	0.6790580141
648	0.5511844007	0.6790434859
649	0.5511700478	0.67902152
650	0.5512034032	0.6790107106
651	0.5512541847	0.6789959345
652	0.5514819608	0.6789774891
653	0.5515963796	0.6789542836
654	0.5517535225	0.6789338053
655	0.5518184516	0.6789203679
656	0.5518860679	0.6789048976
657	0.5519972531	0.6788830805
658	0.5520733222	0.6788624038
659	0.5522617723	0.6788414792
660	0.5523628906	0.6788296285
661	0.5524197017	0.678814654
662	0.5526072371	0.678795812
663	0.552670099	0.6787790525
664	0.5527736652	0.6787623425
665	0.5528205544	0.6787452359
666	0.5528765919	0.6787265426
667	0.553161	0.6787048247
668	0.5532064688	0.6786822638
669	0.5532914303	0.6786640663
670	0.5533650059	0.6786459185
671	0.553458721	0.6786326794
672	0.5535958402	0.6786183
673	0.5536358269	0.6786079864
674	0.5536586495	0.6785960366
675	0.5536926359	0.6785771449
676	0.5537707402	0.678560435
677	0.5539474204	0.6785408492
678	0.5540502733	0.6785135282
679	0.5541587012	0.6784986033
680	0.5543020472	0.6784695965
681	0.5544771585	0.6784423251
682	0.5545130555	0.6784310694
683	0.5546396484	0.6784098473
684	0.5546788926	0.6784023105
685	0.5547600582	0.6783840138
686	0.5548664593	0.6783662131
687	0.5549470532	0.678355602
688	0.5549838194	0.6783431067
689	0.5550526699	0.6783335865
690	0.5551989896	0.678313604
691	0.5552622129	0.6782909936
692	0.5552565597	0.6782838534
693	0.5553257039	0.6782661022
694	0.5553795276	0.6782446322
695	0.555487977	0.6782239555
696	0.5555260995	0.678211014
697	0.5555385769	0.6781923703
698	0.5556348814	0.6781702061
699	0.5557827494	0.6781468518
700	0.5559121363	0.6781247372
701	0.5560495219	0.6781015813
702	0.5561639647	0.67807669
703	0.5563117586	0.6780540299
704	0.5564472027	0.6780365762
705	0.5565441679	0.6780197175
706	0.5567008381	0.67800033
707	0.5567147971	0.6779886777
708	0.5569547556	0.6779631913
709	0.5570536259	0.6779429609
710	0.5571288061	0.6779283335
711	0.5572535987	0.6779073098
712	0.5573808612	0.6778855918
713	0.5574426335	0.6778701711
714	0.5575987275	0.6778504365
715	0.5576900723	0.6778258922
716	0.5578026151	0.6778138432
717	0.5578367458	0.6777992654
718	0.5578453643	0.6777856793
719	0.5580083453	0.6777616309
720	0.5581021159	0.6777483919
721	0.5581586731	0.6777328224
722	0.5581631508	0.6777188396
723	0.5583337168	0.6776996009
724	0.5583286977	0.6776869569
725	0.5584002866	0.6776697511
726	0.5584210346	0.6776551237
727	0.5585536868	0.6776387609
728	0.5586199175	0.6776146133
729	0.5587819123	0.6775941845
730	0.5588842554	0.6775786646
731	0.5590090518	0.6775541203
732	0.5590773309	0.6775382038
733	0.5591535435	0.6775136595
734	0.5593186953	0.6774890657
735	0.5594536355	0.677468389
736	0.559592595	0.6774444397
737	0.5595983495	0.6774264406
738	0.5596863896	0.6774108215
739	0.5597820382	0.6773869715
740	0.5598527171	0.6773676335
741	0.559944239	0.6773539483
742	0.5600529486	0.6773265777
743	0.5601538307	0.677311504
744	0.5602128044	0.6772836376
745	0.5603367033	0.6772638039
746	0.5603349585	0.6772556225
747	0.5604247932	0.6772380696
748	0.5605207416	0.6772212109
749	0.5605521077	0.6771998896
750	0.5606800058	0.6771839235
751	0.5607402676	0.6771585859
752	0.5607979769	0.6771337937
753	0.5609178415	0.6771099932
754	0.5610706263	0.6770905065
755	0.5612656147	0.6770671523
756	0.5613774516	0.677047864
757	0.5614291143	0.6770314516
758	0.5615508416	0.6770172704
759	0.5616339299	0.676998478
760	0.5617440512	0.6769783963
761	0.5619052771	0.6769574221
762	0.561955383	0.6769429931
763	0.5621562152	0.6769196884
764	0.5622663054	0.676898863
765	0.5623409675	0.6768800705
766	0.5624838033	0.676854485
767	0.5625702258	0.676843031
768	0.5627621939	0.6768293457
769	0.562847764	0.6768106524
770	0.5628946771	0.6767911161
771	0.5628915952	0.6767756954
772	0.5630806431	0.6767512007
773	0.5631680043	0.6767359783
774	0.5632746055	0.6767125745
775	0.5633647496	0.6766966084
776	0.5635859392	0.6766703782
777	0.5636928684	0.6766545608
778	0.5638239207	0.6766347271
779	0.5638628424	0.6766161329
780	0.5639222926	0.6766005634
781	0.5640391617	0.6765782009
782	0.5640963264	0.676563276
783	0.5642188269	0.6765420043
784	0.5643912289	0.6765226664
785	0.5643981249	0.6765030806
786	0.5645275395	0.6764782388
787	0.5646363742	0.676463661
788	0.5646882334	0.6764541904
789	0.5647118392	0.6764394143
790	0.5648060357	0.6764206218
791	0.5648488834	0.6764054985
792	0.5648988646	0.6763915653
793	0.5650234965	0.6763714341
794	0.5651217442	0.6763507574
795	0.5652640638	0.6763352375
796	0.5653859667	0.676315255
797	0.5655758397	0.6762918016
798	0.5656291938	0.6762784634
799	0.5657739463	0.6762616543
800	0.5659010933	0.6762383001
801	0.5659444852	0.6762287303
802	0.5659753283	0.6762136566
803	0.5660223615	0.676203591
804	0.566017854	0.6761852448
805	0.5660937197	0.6761699232
806	0.5661547451	0.6761593122
807	0.5662431234	0.6761414618
808	0.5663576804	0.676122471
809	0.5664254419	0.6761074965
810	0.5665275087	0.6760878611
811	0.5665849273	0.6760729858
812	0.5666471334	0.6760550858
813	0.566780963	0.6760308887
814	0.5668490702	0.6760117491
815	0.5668556565	0.6760010885
816	0.5669178483	0.6759889899
817	0.5669117904	0.6759761971
818	0.5669388112	0.6759636027
819	0.5670676189	0.6759416368
820	0.5671311522	0.6759153075
821	0.5672038825	0.6758984984
822	0.5673023201	0.6758846148
823	0.5673259473	0.6758717229
824	0.5674540965	0.6758499058
825	0.5675036234	0.6758428152
826	0.5676107723	0.6758167834
827	0.5676289147	0.6758011147
828	0.5676641356	0.6757908508
829	0.5677787254	0.6757698766
830	0.5678288606	0.6757578276
831	0.5678507285	0.6757432994
832	0.5678711692	0.6757211847
833	0.5679213872	0.6757062598
834	0.5680545241	0.6756822114
835	0.5681479994	0.6756649065
836	0.5682379107	0.6756440811
837	0.568297959	0.6756257348
838	0.5684069334	0.6756141817
839	0.5684374112	0.675597918
840	0.5685315738	0.6755846294
841	0.5686593641	0.675562366
842	0.5687981178	0.6755370284
843	0.5688730637	0.6755206656
844	0.5689251071	0.675499741
845	0.5690572502	0.6754777751
846	0.5691950637	0.675457148
847	0.569259431	0.6754373143
848	0.5692722418	0.6754170343
849	0.5694310879	0.6753933329
850	0.5694678745	0.6753820773
851	0.5695609581	0.6753603593
852	0.5696311193	0.6753471203
853	0.5697835705	0.6753234686
854	0.5698396239	0.6753135021
855	0.5699033983	0.6752982797
856	0.5699374237	0.6752753221
857	0.5700240288	0.6752569759
858	0.5700204198	0.6752500837
859	0.570133299	0.6752291591
860	0.5702570434	0.6752173084
861	0.5702841061	0.6752080857
862	0.5703479911	0.6751937063
863	0.570435628	0.6751802689
864	0.5705479845	0.6751578568
865	0.5706753045	0.6751365851
866	0.5707106428	0.6751205198
867	0.5708636973	0.675095678
868	0.5709123466	0.675086009
869	0.5709839598	0.6750707866
870	0.5710378036	0.6750643903
871	0.5710081773	0.6750571014
872	0.5710404814	0.6750420277
873	0.5711269602	0.6750246732
874	0.5712007792	0.6750095499
875	0.5713661724	0.6749897162
876	0.5714667139	0.6749624944
877	0.5715333243	0.6749404789
878	0.5716317446	0.6749266449
879	0.5716595616	0.6749029932
880	0.5716498749	0.674893473
881	0.5718006962	0.674869127
882	0.5719174774	0.6748525659
883	0.5720421683	0.6748314925
