iter	F1	Logloss
884	0.5720975974	0.6748215756
885	0.572171319	0.674808287
886	0.5722896319	0.6747881558
887	0.5723570996	0.6747715946
888	0.572517839	0.6747520583
889	0.5726118881	0.6747290512
890	0.5726872133	0.6747087216
891	0.572747193	0.6746924579
892	0.572753076	0.6746699962
893	0.5727685243	0.6746508071
894	0.5727828003	0.674637568
895	0.5729542047	0.6746184285
896	0.5730868763	0.6745999335
897	0.5731627164	0.6745861986
898	0.5732578416	0.6745663153
899	0.573408839	0.6745409281
900	0.5735026332	0.6745258049
901	0.5736244293	0.674500616
902	0.5736871619	0.6744864845
903	0.5737257991	0.674468287
904	0.5738179667	0.6744445857
905	0.5739769322	0.6744222232
906	0.5740418783	0.674406852
907	0.5741702451	0.6743844399
908	0.5742082807	0.6743603419
909	0.5742847994	0.6743359959
910	0.5743831451	0.6743192364
911	0.5744613348	0.6743020802
912	0.5745203899	0.6742836349
913	0.5746553801	0.6742590906
914	0.5747677762	0.6742424798
915	0.5748163571	0.6742268608
916	0.5749464796	0.6742129276
917	0.5750411783	0.6741975564
918	0.575120808	0.6741838215
919	0.5751912768	0.6741722188
920	0.5752649835	0.6741594756
921	0.5752912805	0.6741425673
922	0.5753403045	0.6741272458
923	0.5755259261	0.674108007
924	0.5755369003	0.6741028999
925	0.5756795125	0.6740802894
926	0.5757536642	0.6740654637
927	0.575853921	0.674045977
928	0.5758115898	0.6740307546
929	0.5758757754	0.6740170197
930	0.5759753528	0.6739990702
931	0.5761359739	0.6739846411
932	0.5762349935	0.6739632207
933	0.5763311378	0.6739458662
934	0.5763282027	0.673935751
935	0.5763637726	0.6739205781
936	0.5764227456	0.6739055045
937	0.5765746959	0.6738857699
938	0.5767350595	0.673858201
939	0.5767635537	0.6738452595
940	0.5768520087	0.6738230457
941	0.5769795988	0.6738034599
942	0.5770861078	0.673785907
943	0.5771880342	0.6737727672
944	0.5771765976	0.6737516442
945	0.577255092	0.6737352318
946	0.5773863201	0.6737133651
947	0.5775180366	0.6736925892
948	0.5775832711	0.6736776643
949	0.5776310765	0.6736588223
950	0.5776793813	0.6736451866
951	0.5777582984	0.6736240636
952	0.5777921833	0.673606957
953	0.5778729422	0.6735898504
954	0.5779795877	0.6735661491
955	0.5779577191	0.6735501334
956	0.5780198586	0.6735406627
957	0.5781609281	0.6735198373
958	0.5783837713	0.6734935576
959	0.5784359349	0.6734741205
960	0.5785599827	0.6734551297
961	0.5786987114	0.6734326184
962	0.5788681925	0.6734116938
963	0.5789367728	0.6733947855
964	0.5790615941	0.6733701917
965	0.5791038143	0.6733567543
966	0.5791404586	0.673342722
967	0.5792077185	0.6733205082
968	0.5792334786	0.6733078642
969	0.5793141592	0.6732903609
970	0.5794266073	0.673269833
971	0.5794665007	0.6732533214
972	0.5795295087	0.6732351735
973	0.5796475339	0.6732141993
974	0.5796632575	0.6732034395
975	0.5797233872	0.6731863825
976	0.5797557732	0.6731762673
977	0.5798028141	0.6731638216
978	0.5798479503	0.6731448308
979	0.5799395094	0.6731253441
980	0.5800172457	0.6731068987
981	0.5800793464	0.6730807678
982	0.5801671513	0.6730649008
983	0.5802259836	0.6730406044
984	0.5803737948	0.6730206219
985	0.5803621909	0.6730077796
986	0.5804274834	0.6729910201
987	0.5804554679	0.6729779298
988	0.5804207412	0.6729612199
989	0.5804637982	0.6729441133
990	0.580510037	0.6729290892
991	0.5805279769	0.6729141147
992	0.5805426601	0.6729028095
993	0.5806449608	0.672882827
994	0.5807146305	0.6728647287
995	0.5807731885	0.6728596711
996	0.5808858531	0.6728335401
997	0.5809586891	0.6728196565
998	0.5810393475	0.6728050291
999	0.5810408868	0.6727847987
1000	0.5812475234	0.6727610974
1001	0.5813375155	0.6727396273
1002	0.5814392148	0.6727173144
1003	0.5815310056	0.6727023399
1004	0.5815200462	0.6726860267
1005	0.581636514	0.6726625237
1006	0.5817739129	0.6726487888
1007	0.5818734372	0.6726355498
1008	0.581924385	0.6726198811
1009	0.5819850046	0.6725982127
1010	0.5821624073	0.6725755527
1011	0.5822474829	0.6725539339
1012	0.5822674956	0.6725356869
1013	0.5823699014	0.6725203653
1014	0.5825006505	0.6725015232
1015	0.5826297761	0.6724808961
1016	0.582698889	0.6724575419
1017	0.5828251152	0.6724395924
1018	0.5828668208	0.6724260558
1019	0.5829536707	0.6724139077
1020	0.5829818096	0.6724042387
1021	0.5829870359	0.6723914955
1022	0.5830567473	0.6723733972
1023	0.5831765496	0.6723516793
1024	0.5832015812	0.6723292672
1025	0.5833178919	0.6723027891
1026	0.5833065876	0.6722838975
1027	0.5833935989	0.6722641133
1028	0.583478327	0.6722487421
1029	0.5835143937	0.6722362469
1030	0.5835735463	0.6722187436
1031	0.5836492968	0.6722021328
1032	0.5838069304	0.672177539
1033	0.5839635335	0.6721615728
1034	0.5839850248	0.6721540856
1035	0.5840329372	0.6721382682
1036	0.5840670781	0.6721242854
1037	0.5842150398	0.6721053442
1038	0.5842854932	0.6720916093
1039	0.5844109488	0.6720712301
1040	0.5844905887	0.6720474296
1041	0.584548896	0.6720311164
1042	0.5845865517	0.6720174311
1043	0.5847353	0.6719997791
1044	0.5848045424	0.6719814824
1045	0.5849839422	0.6719576323
1046	0.5851263195	0.6719385424
1047	0.5851931546	0.6719168244
1048	0.5852622732	0.6718966436
1049	0.5853883614	0.6718747769
1050	0.5854398186	0.6718615378
1051	0.5855425525	0.6718469105
1052	0.5855345858	0.671831936
1053	0.585623764	0.6718164161
1054	0.5857091909	0.6717914256
1055	0.5857941585	0.6717719389
1056	0.5858457236	0.6717572123
1057	0.5859122306	0.671739957
1058	0.5859563222	0.6717207678
1059	0.5860653968	0.6716986036
1060	0.5861719684	0.6716813979
1061	0.5862687266	0.671661217
1062	0.5863336897	0.6716418295
1063	0.5864413148	0.6716261609
1064	0.5864828561	0.6716158969
1065	0.5864933739	0.6716051867
1066	0.586592238	0.671583915
1067	0.5867176378	0.6715653209
1068	0.5867558904	0.6715537181
1069	0.5868193523	0.6715287772
1070	0.5868826909	0.6715142985
1071	0.5869515635	0.6714956548
1072	0.5870504215	0.6714801845
1073	0.5871752877	0.6714533098
1074	0.5872611219	0.6714353602
1075	0.5873049586	0.6714181049
1076	0.5873810867	0.6714013454
1077	0.5875571457	0.671378239
1078	0.5876379539	0.6713594466
1079	0.5876969379	0.6713430342
1080	0.5877667255	0.6713249359
1081	0.5878204145	0.6712999453
1082	0.5879758145	0.6712826404
1083	0.5879927213	0.6712754507
1084	0.5880022311	0.6712651371
1085	0.5879932321	0.6712552698
1086	0.5880790918	0.671236279
1087	0.5881633419	0.6712147594
1088	0.5882286083	0.6712064788
1089	0.5883026399	0.67118248
1090	0.5883605276	0.6711624479
1091	0.5884818769	0.6711447463
1092	0.5885690666	0.6711267472
1093	0.5886719725	0.6711010129
1094	0.5887118775	0.6710877243
1095	0.5887489131	0.6710678905
1096	0.5888638527	0.6710487014
1097	0.5888820047	0.6710383878
1098	0.58891094	0.671029066
1099	0.5890498826	0.6710091826
1100	0.5891646022	0.6709918281
1101	0.589279132	0.6709676805
1102	0.5893854204	0.6709484914
1103	0.5894638197	0.6709393183
1104	0.5895040511	0.6709300956
1105	0.5895570827	0.6709082289
1106	0.5896762167	0.6708857176
1107	0.5897879166	0.6708646938
1108	0.5898527659	0.6708443642
1109	0.5899209779	0.6708242329
1110	0.5900321142	0.6708002837
1111	0.5901167909	0.6707829788
1112	0.5901581015	0.6707647317
1113	0.5902328987	0.6707540711
1114	0.5902966788	0.6707418733
1115	0.5902673427	0.6707289814
1116	0.5903273165	0.6707113294
1117	0.5903559385	0.6706977928
1118	0.5904347954	0.670684405
1119	0.5904546792	0.6706724552
1120	0.5905485817	0.6706538115
1121	0.5906386376	0.670633829
1122	0.5907598665	0.6706157803
1123	0.590794203	0.6705970374
1124	0.5909063065	0.670580625
1125	0.5909726287	0.6705584608
1126	0.5910325871	0.6705394204
1127	0.5911497733	0.6705202312
1128	0.5911716672	0.6705012404
1129	0.5912503738	0.6704883485
1130	0.5912698527	0.6704781341
1131	0.5913731485	0.6704585978
1132	0.5915022819	0.6704362353
1133	0.5916522937	0.670414914
1134	0.5917316014	0.6704014271
1135	0.5917789797	0.6703850147
1136	0.5917780786	0.6703755936
1137	0.5919201888	0.6703530327
1138	0.5919913848	0.6703381574
1139	0.5920881172	0.6703209517
1140	0.5921693955	0.6702978453
1141	0.5921798492	0.6702874326
1142	0.5923086248	0.6702737969
1143	0.5923180169	0.6702593679
1144	0.5924018163	0.6702394845
1145	0.5924498749	0.6702232209
1146	0.5924946032	0.670210676
1147	0.5925327837	0.6702025442
1148	0.5926029202	0.6701843963
1149	0.5926486695	0.6701661493
1150	0.5926868662	0.6701453238
1151	0.5927915911	0.6701301014
1152	0.5928285441	0.6701137882
1153	0.5928698801	0.6700964832
1154	0.5929230029	0.6700862689
1155	0.5929699821	0.6700761041
1156	0.5930347573	0.6700606833
1157	0.5931672318	0.6700415933
1158	0.5931781788	0.670023148
1159	0.5932634987	0.6700097602
1160	0.5933672637	0.669992009
1161	0.5935320732	0.6699693985
1162	0.59358508	0.6699481764
1163	0.5935985707	0.6699315161
1164	0.5936847873	0.6699214008
1165	0.5936644954	0.6699055834
1166	0.593739571	0.6698843613
1167	0.5938042708	0.6698718661
1168	0.5938790289	0.6698582304
1169	0.5939855288	0.6698382479
1170	0.5940167295	0.669819505
1171	0.5940393545	0.6698083981
1172	0.594039858	0.6697954566
1173	0.5940757169	0.6697850934
1174	0.5941402628	0.669764268
1175	0.5942832461	0.6697459218
1176	0.5944028953	0.6697267822
1177	0.5944891639	0.6697065518
1178	0.5946024761	0.6696874618
1179	0.5947613632	0.6696642068
1180	0.594806068	0.6696522569
1181	0.594858842	0.6696334149
1182	0.5949461206	0.6696123415
1183	0.5950601932	0.6695868056
1184	0.5951729958	0.6695623605
1185	0.5952187883	0.6695398492
1186	0.5952473227	0.6695268581
1187	0.5953640346	0.6695045947
1188	0.5953830257	0.6694916532
1189	0.5954571605	0.6694757366
1190	0.5955241061	0.6694583325
1191	0.5955558145	0.6694426142
1192	0.5956319634	0.6694231772
1193	0.5957036695	0.6694086985
1194	0.5957682545	0.6693869806
1195	0.5958091246	0.6693741382
1196	0.5958981204	0.6693573787
1197	0.5959837702	0.6693363054
1198	0.5960182346	0.6693163229
1199	0.5961358121	0.6692957453
1200	0.5962064242	0.6692811675
1201	0.5962422109	0.6692709532
1202	0.5962529611	0.6692559291
1203	0.5963080853	0.6692418967
1204	0.5963844159	0.6692242943
1205	0.5964284265	0.6692118486
1206	0.5965265681	0.6691964279
1207	0.5966552481	0.6691868581
1208	0.5967733771	0.6691635534
1209	0.5968325722	0.6691488765
1210	0.5968238535	0.6691336541
1211	0.5969365981	0.6691115394
1212	0.5969651405	0.6690930445
1213	0.5970239928	0.6690791113
1214	0.5970740594	0.6690559058
1215	0.5971957729	0.6690328986
1216	0.5973217698	0.6690112798
1217	0.5973798003	0.6690024042
1218	0.5973917519	0.6689839589
1219	0.5974650639	0.6689679927
1220	0.5975179708	0.6689494481
1221	0.5976744614	0.6689299615
1222	0.5977072929	0.6689132516
1223	0.597792326	0.6688954508
1224	0.5978519479	0.6688719974
1225	0.5978672704	0.6688615847
1226	0.5979831247	0.6688364454
1227	0.5981289094	0.6688171571
1228	0.5981890012	0.6687986125
1229	0.5982380129	0.668776845
1230	0.5983165562	0.6687655893
1231	0.5983716419	0.6687452597
1232	0.5984420121	0.668730434
1233	0.5984371952	0.6687115424
1234	0.5985762538	0.6686942374
1235	0.5986834523	0.6686753458
1236	0.5987338041	0.6686538758
1237	0.5988373201	0.6686332982
1238	0.5988679593	0.6686228359
1239	0.5988882162	0.6686082581
1240	0.5989631461	0.6685833668
1241	0.5990014349	0.6685676485
1242	0.5991254678	0.6685473685
1243	0.5992009908	0.6685367079
1244	0.5992702977	0.6685183617
1245	0.5993277044	0.6685013047
1246	0.5994425314	0.6684783471
1247	0.5994419232	0.66845891
1248	0.5995925919	0.6684348616
1249	0.59961356	0.6684207797
1250	0.599683697	0.6684089786
1251	0.5997482426	0.6683938058
1252	0.5998271238	0.6683769471
1253	0.5998429259	0.668366931
1254	0.5998912245	0.6683505186
1255	0.5999258504	0.6683380729
1256	0.600059842	0.6683204209
1257	0.6000569071	0.6683087686
1258	0.6001007652	0.6682979096
1259	0.6001840611	0.668283431
1260	0.6002138418	0.6682740099
1261	0.6003211683	0.6682541762
1262	0.6003761935	0.6682344416
1263	0.6003331094	0.6682289873
1264	0.60040376	0.668207319
1265	0.6005072961	0.6681869398
1266	0.6005756193	0.6681666598
1267	0.6006590697	0.6681450906
1268	0.6007712736	0.6681254056
1269	0.6008316373	0.6681089932
1270	0.6008814225	0.6680914899
1271	0.6009378944	0.6680807301
1272	0.6009839883	0.6680668465
1273	0.6011237401	0.6680497894
1274	0.601144487	0.6680273773
1275	0.6012276987	0.6680070973
1276	0.601293831	0.6679902882
1277	0.6013869591	0.6679661902
1278	0.6013990448	0.6679563725
1279	0.6013795949	0.6679397617
1280	0.6014858724	0.6679177959
1281	0.6015351427	0.6678965242
1282	0.6015672302	0.6678853677
1283	0.6016698797	0.6678675669
1284	0.6017551835	0.6678492703
1285	0.6018236975	0.6678315191
1286	0.6018959899	0.6678193213
1287	0.6019352618	0.6678024131
1288	0.6020447278	0.6677816868
1289	0.6021046271	0.6677682494
1290	0.6022254459	0.6677488619
1291	0.6022599354	0.6677316562
1292	0.6022842761	0.6677072111
1293	0.6023419906	0.6676917903
1294	0.6023857361	0.667672502
1295	0.6024574935	0.6676564367
1296	0.6025279522	0.667638388
1297	0.6025871462	0.6676184551
1298	0.602651414	0.6676011501
1299	0.6028140201	0.6675747712
1300	0.6029296129	0.6675550367
1301	0.603116184	0.6675329716
1302	0.6031216432	0.6675194847
1303	0.6032338073	0.6674974692
1304	0.6033143578	0.6674799659
1305	0.6033768887	0.6674694045
1306	0.6033788833	0.667456215
1307	0.6034651546	0.6674355879
1308	0.6035480362	0.6674134237
1309	0.6036630384	0.6673900695
1310	0.6037395065	0.66737331
1311	0.6037850405	0.6673556579
1312	0.6038902309	0.6673351796
1313	0.6039618207	0.6673210976
1314	0.6039970081	0.6673065198
1315	0.6040672586	0.6672910495
1316	0.6041184618	0.6672712158
1317	0.6042253846	0.6672545554
1318	0.6042766438	0.6672380438
1319	0.6043630767	0.6672179622
1320	0.6044274646	0.6672059627
1321	0.6045096144	0.6671836498
1322	0.6045493826	0.6671710553
1323	0.6044285652	0.6671669894
1324	0.6044572817	0.6671600972
1325	0.6045351456	0.6671427427
1326	0.6046621546	0.6671231569
1327	0.6046846779	0.6671127937
1328	0.6047598104	0.6670959846
1329	0.6048529964	0.667083291
1330	0.6048605303	0.667069457
1331	0.6050203071	0.6670511108
1332	0.6050733295	0.6670345496
1333	0.6051794749	0.6670086666
1334	0.6052799191	0.6669945846
1335	0.6053411082	0.6669801555
1336	0.605403775	0.6669593797
1337	0.6054232827	0.6669485703
1338	0.6054969076	0.6669294307
1339	0.6056256664	0.66691401
1340	0.6056658649	0.6668924904
1341	0.6057305393	0.6668682436
1342	0.605749506	0.6668509387
1343	0.6058617176	0.6668310058
1344	0.6059047069	0.666821436
1345	0.6059641979	0.6668015527
1346	0.606036104	0.666787074
1347	0.6061034185	0.6667751242
1348	0.6061186169	0.6667589101
1349	0.6061960989	0.6667376384
1350	0.6062551593	0.6667202343
1351	0.6062802632	0.6667028302
1352	0.6063605992	0.6666915745
1353	0.6065385168	0.6666744184
1354	0.6066026147	0.6666532458
1355	0.6066087701	0.6666381226
1356	0.6067495696	0.6666186359
1357	0.6067586951	0.666597513
1358	0.6068321552	0.6665832823
1359	0.6068410715	0.6665679607
1360	0.6069718752	0.6665497137
1361	0.607033902	0.6665312187
1362	0.6070901925	0.6665176326
1363	0.607175426	0.666499931
1364	0.6072831761	0.6664804443
1365	0.6073294576	0.6664616518
1366	0.6074625143	0.6664375538
1367	0.6075806349	0.6664195051
1368	0.6076450659	0.6664042332
1369	0.6077925958	0.6663864324
1370	0.6078182096	0.6663696233
1371	0.6078438348	0.6663554421
1372	0.6079279938	0.6663358563
1373	0.6080536866	0.6663126013
1374	0.6080698399	0.6663000564
1375	0.6081576742	0.6662857265
1376	0.6082041929	0.6662732313
1377	0.6081709302	0.6662637111
1378	0.6081936855	0.6662495795
1379	0.608265037	0.6662322746
1380	0.6083713472	0.6662111021
1381	0.6083972953	0.6661992514
1382	0.6084231955	0.6661888387
1383	0.6084724922	0.6661772855
1384	0.6085602703	0.6661606748
1385	0.6086624051	0.6661349405
1386	0.6087130568	0.6661158009
1387	0.6087965477	0.6660956201
1388	0.6088256092	0.6660808935
1389	0.6089100873	0.6660649274
1390	0.6089796286	0.6660493083
1391	0.6090348975	0.6660358709
1392	0.6091146397	0.6660209956
1393	0.6092407828	0.6659993768
1394	0.6093077601	0.665984799
1395	0.6093768035	0.665961296
1396	0.6094562005	0.665942454
1397	0.6095572696	0.6659181081
1398	0.6095768339	0.6659011998
1399	0.6096387685	0.6658834486
1400	0.6096769274	0.6658667882
1401	0.6097282904	0.6658499791
1402	0.6098602121	0.6658326246
1403	0.6098446416	0.6658151709
1404	0.6100247385	0.6657936513
1405	0.6100744203	0.6657721813
1406	0.6101322332	0.6657507112
1407	0.6102049763	0.66572939
1408	0.6102694034	0.6657104487
1409	0.61027048	0.6656908629
1410	0.6103417258	0.6656722688
1411	0.6104417049	0.6656562034
1412	0.6105716402	0.665634783
1413	0.6106257709	0.6656124204
1414	0.6106750798	0.6655988839
1415	0.6107709039	0.6655748355
1416	0.6108629403	0.6655549026
1417	0.6110025101	0.6655382422
1418	0.6110278534	0.6655275816
1419	0.6110478966	0.66550869
1420	0.6111330163	0.6654857324
1421	0.6112329426	0.6654670391
1422	0.6112632428	0.6654442799
1423	0.6114323965	0.6654301979
1424	0.6114652599	0.6654206777
1425	0.6114854331	0.6654047115
1426	0.6115324181	0.6653847786
1427	0.611548703	0.6653731263
1428	0.6115837026	0.665351805
1429	0.611625248	0.6653331613
1430	0.6116648646	0.6653240378
1431	0.6117191301	0.6653097079
1432	0.6117381676	0.665298601
1433	0.6118296137	0.6652823869
1434	0.6118569448	0.6652702883
1435	0.6119099845	0.6652533801
1436	0.6119632162	0.665235133
1437	0.612003889	0.6652175802
1438	0.6121105613	0.6651990852
1439	0.6121474239	0.6651826728
1440	0.6122139722	0.665163682
1441	0.6123010001	0.6651389394
1442	0.6123875173	0.6651250557
1443	0.612390612	0.6651139488
1444	0.6124352553	0.6650919334
1445	0.6124586524	0.6650748764
1446	0.6125092847	0.6650545964
1447	0.6126463864	0.6650416548
1448	0.6126863593	0.6650175568
1449	0.6127597369	0.6649994585
1450	0.6127791481	0.6649918721
1451	0.6128343164	0.6649725838
1452	0.6128887979	0.6649487337
1453	0.6130389181	0.6649342551
1454	0.6131205067	0.6649099588
1455	0.6132092059	0.664895728
1456	0.613251533	0.6648814973
1457	0.6132570517	0.6648689525
1458	0.6133185163	0.6648549201
1459	0.6134033179	0.6648370202
1460	0.6134591038	0.6648257645
1461	0.6135391452	0.6648088067
1462	0.6136405605	0.66478694
1463	0.6137057302	0.6647665112
1464	0.6137593142	0.6647462808
1465	0.6137959935	0.6647313063
1466	0.6138915097	0.6647145468
1467	0.6139322682	0.6647026465
1468	0.6140257346	0.6646842012
1469	0.6140623868	0.6646724497
1470	0.6141846305	0.6646499384
1471	0.6142999716	0.664633873
1472	0.6144119283	0.6646116592
1473	0.6144849056	0.6645947014
1474	0.6145187032	0.6645768014
1475	0.6146122297	0.6645598436
1476	0.6146390316	0.664541299
1477	0.6146471459	0.6645255312
1478	0.6146766732	0.664518391
1479	0.6147139462	0.6644959789
1480	0.614837416	0.6644782277
1481	0.6149132787	0.6644617161
1482	0.6150088896	0.6644369239
1483	0.6151602958	0.6644108426
1484	0.615225038	0.6643881329
1485	0.6152663474	0.6643747947
1486	0.6152699479	0.6643554072
1487	0.6153825751	0.6643341851
1488	0.6154408983	0.6643221857
1489	0.6154609119	0.6643061204
1490	0.6155362429	0.6642813778
1491	0.6155978029	0.6642707171
1492	0.6156726592	0.6642534618
1493	0.6157276632	0.6642397765
1494	0.6158759915	0.6642189511
1495	0.615970992	0.6641988694
1496	0.6160742352	0.6641806719
1497	0.6160989312	0.6641680775
1498	0.616137624	0.6641477479
1499	0.6161980954	0.6641249391
1500	0.6163050195	0.6641054029
1501	0.616339734	0.664086065
1502	0.6163752681	0.6640767431
1503	0.6164730236	0.6640577523
1504	0.6164949931	0.664045505
1505	0.6165393486	0.6640244812
1506	0.6166063444	0.6640125809
1507	0.6166756133	0.6640001849
1508	0.6167959609	0.6639782686
1509	0.6168065147	0.6639656741
1510	0.6168376839	0.6639463858
1511	0.6169054492	0.6639252629
1512	0.6169341086	0.6639081067
1513	0.6169488379	0.663898884
1514	0.6169641712	0.6638804882
1515	0.6170665327	0.6638653154
1516	0.6171219529	0.6638455808
1517	0.617185466	0.6638345235
1518	0.6172627997	0.6638184582
1519	0.6173463352	0.6638010045
1520	0.6173429617	0.6637838483
1521	0.6174029121	0.6637712538
1522	0.6174187815	0.6637615353
1523	0.6174541946	0.6637445279
1524	0.6175028134	0.6637283138
1525	0.6175661254	0.6637081329
1526	0.6176711858	0.6636873571
1527	0.6177552989	0.6636674242
1528	0.6178162389	0.6636469954
1529	0.6178275834	0.6636363348
1530	0.6178881002	0.6636193769
1531	0.6179143878	0.6636031133
1532	0.6179969445	0.6635886842
1533	0.6180522217	0.6635757427
1534	0.6181202703	0.6635602724
1535	0.6181564866	0.6635367694
1536	0.6182236504	0.6635254641
1537	0.6182530449	0.6635161423
1538	0.6183121104	0.6635072667
1539	0.6183647092	0.6634894659
1540	0.6183521486	0.6634708222
1541	0.6184103332	0.6634523768
1542	0.6184710329	0.6634288242
1543	0.6185004572	0.6634195519
1544	0.6185779295	0.6634065608
1545	0.6186254371	0.6633925285
1546	0.6187485176	0.6633755706
1547	0.6187642779	0.6633634224
1548	0.6188289228	0.6633461175
1549	0.6189397743	0.663322912
1550	0.6189245266	0.6633111605
1551	0.6189786299	0.6632945498
1552	0.6190609683	0.6632711955
1553	0.6191529994	0.6632536923
1554	0.6192152475	0.6632416928
1555	0.6191989943	0.6632179419
1556	0.619216531	0.6632020749
1557	0.619334553	0.6631846708
1558	0.6194016372	0.6631661758
1559	0.6194580377	0.6631528377
1560	0.6196152601	0.663133946
1561	0.6196750216	0.6631170377
1562	0.6197785114	0.6630970552
1563	0.6199530345	0.6630735523
1564	0.6200597568	0.663057834
1565	0.6200936061	0.6630435041
1566	0.6201806997	0.6630223812
1567	0.6202891053	0.6630006632
1568	0.6202698317	0.6629841516
1569	0.6202743845	0.6629781024
1570	0.6202523362	0.66296407
1571	0.6203985424	0.662942947
1572	0.6204432457	0.6629256421
1573	0.6204748089	0.6629108164
1574	0.6205633503	0.6628896934
1575	0.6206481183	0.6628735785
1576	0.6207209337	0.6628567198
1577	0.6207745811	0.6628400595
1578	0.6209286584	0.6628152673
1579	0.6209573742	0.6628008878
1580	0.6209935527	0.6627888388
1581	0.6210860605	0.6627678647
1582	0.6211374065	0.6627558652
1583	0.6211498169	0.6627452046
1584	0.6212085695	0.6627309739
1585	0.6212830855	0.6627153548
1586	0.6213068062	0.662701372
1587	0.6214275485	0.6626854059
1588	0.6215043428	0.6626657704
1589	0.6215884187	0.6626443996
1590	0.6216662952	0.6626262517
1591	0.6217357015	0.6626066659
1592	0.6218152188	0.6625847496
1593	0.6218750581	0.6625671471
1594	0.6218863315	0.6625541065
1595	0.6219094167	0.6625458755
1596	0.6220273303	0.6625255954
1597	0.6220747295	0.6625086872
1598	0.6221006661	0.6624990678
1599	0.6221175922	0.6624791845
1600	0.6221565174	0.6624585574
1601	0.6222834272	0.6624403103
1602	0.6223443542	0.6624202287
1603	0.6223719906	0.6624022791
1604	0.6224385461	0.6623876022
1605	0.622506233	0.662372231
1606	0.6225158186	0.6623653884
1607	0.6226026694	0.6623438688
1608	0.6226917743	0.6623259688
1609	0.6227340587	0.6623027137
1610	0.6227983414	0.6622837229
1611	0.6229347939	0.6622685501
1612	0.6229533841	0.6622551623
1613	0.6230402031	0.6622384028
1614	0.6231377062	0.6622222383
1615	0.6231828131	0.6622058259
1616	0.6232160726	0.6621871822
1617	0.6232183428	0.6621759265
1618	0.6232403334	0.6621682905
1619	0.6233569922	0.6621475147
1620	0.6233880362	0.6621263421
1621	0.6234584748	0.662111566
1622	0.6235993682	0.662089253
1623	0.6236473225	0.6620720473
1624	0.6236985915	0.6620514698
1625	0.6237707235	0.662045718
1626	0.6237870872	0.6620248925
1627	0.6239532862	0.6620027779
1628	0.6240001043	0.6619869109
1629	0.6240120168	0.6619701514
1630	0.6240734741	0.6619509623
1631	0.6241680796	0.6619302856
1632	0.6242519951	0.6619095593
1633	0.6243246573	0.6618906677
1634	0.6244673033	0.6618707843
1635	0.6245045692	0.6618510993
1636	0.6245698489	0.6618327035
1637	0.6245917974	0.6618134648
1638	0.6246886318	0.6617904081
1639	0.6247759381	0.6617698306
1640	0.6248580133	0.6617517819
1641	0.6248891343	0.6617436004
1642	0.6248773394	0.6617356174
1643	0.6248959161	0.661727188
1644	0.624947254	0.6617071559
1645	0.6249748945	0.6616954044
1646	0.6250250343	0.6616829588
1647	0.6250836541	0.6616638688
1648	0.6251879255	0.66163987
1649	0.6253241416	0.6616185983
1650	0.6254819286	0.6615956903
1651	0.6255708272	0.6615801704
1652	0.6256242183	0.6615664355
1653	0.6256495243	0.6615521056
1654	0.6256593673	0.661535594
1655	0.6258216885	0.6615123886
1656	0.6258824915	0.6614984553
1657	0.625919171	0.6614820429
1658	0.6259344481	0.66146211
1659	0.6259768127	0.6614475818
1660	0.6259817431	0.6614315165
1661	0.6260217079	0.6614208558
1662	0.6260599449	0.6614048401
1663	0.6260656015	0.6613947744
1664	0.6261338678	0.6613777174
1665	0.6262064444	0.6613630404
1666	0.6262774514	0.6613469255
1667	0.6263444616	0.6613338848
1668	0.626432345	0.6613172245
1669	0.6264892803	0.6612993245
1670	0.6265955733	0.6612808792
1671	0.6266888952	0.6612632271
1672	0.6267615553	0.6612486989
1673	0.6267827424	0.6612407158
1674	0.6268445122	0.6612203367
1675	0.6269147039	0.6612088331
1676	0.6269491632	0.661194404
1677	0.6270312244	0.6611756611
1678	0.6270796328	0.6611582074
1679	0.627136443	0.6611413983
1680	0.6271449287	0.661130341
1681	0.6272000595	0.6611167053
1682	0.627286102	0.6611014333
1683	0.6273726322	0.661082145
1684	0.6273866309	0.6610670218
1685	0.6274272004	0.6610532869
1686	0.6274697467	0.661030974
1687	0.6275226979	0.6610126773
1688	0.6275711868	0.6609893231
1689	0.6276853278	0.6609657209
1690	0.6276944513	0.660959275
1691	0.6278000151	0.660934582
1692	0.6278447222	0.6609159878
1693	0.6278897652	0.6609045338
1694	0.6279572733	0.6608880222
1695	0.6280284426	0.6608674943
1696	0.628045468	0.6608554453
1697	0.6280854823	0.6608362066
1698	0.6281850459	0.6608168191
1699	0.6282212605	0.6607993158
1700	0.6282853231	0.6607821596
1701	0.6283377204	0.6607654001
1702	0.6284220255	0.6607453184
1703	0.6284912734	0.6607280135
1704	0.6285108731	0.6607166587
1705	0.6286157299	0.6606990562
1706	0.6286490641	0.6606837347
1707	0.6286482419	0.6606738178
1708	0.6287886865	0.6606542816
1709	0.6288369164	0.6606343982
1710	0.6290050374	0.6606137215
1711	0.6290799663	0.6605954745
1712	0.6291182506	0.6605834751
1713	0.6291774786	0.6605662197
1714	0.6291950961	0.6605519394
1715	0.6292805441	0.660533494
1716	0.6293422328	0.6605208996
1717	0.6293516224	0.6605047351
1718	0.6293628603	0.6604954628
1719	0.6294242237	0.6604755299
1720	0.6294918743	0.6604583241
1721	0.6296007502	0.6604372508
