iter	Passed	Remaining
1494	912460	1528905
1495	913066	1528288
1496	913642	1527619
1497	914185	1526898
1498	914739	1526193
1499	915289	1525482
1500	915835	1524766
1501	916529	1524294
1502	917258	1523882
1503	917963	1523429
1504	918543	1522768
1505	919228	1522281
1506	919913	1521794
1507	920552	1521231
1508	921244	1520755
1509	921885	1520194
1510	922525	1519633
1511	923224	1519169
1512	923851	1518584
1513	924371	1517825
1514	925020	1517277
1515	925633	1516670
1516	926265	1516094
1517	926749	1515278
1518	927316	1514596
1519	927950	1514024
1520	928478	1513278
1521	928908	1512375
1522	929366	1511517
1523	930013	1510966
1524	930562	1510257
1525	931191	1509677
1526	931825	1509106
1527	932482	1508571
1528	932952	1507734
1529	933496	1507016
1530	934132	1506448
1531	934773	1505888
1532	935352	1505227
1533	935782	1504329
1534	936364	1503673
1535	936911	1502962
1536	937441	1502224
1537	937915	1501397
1538	938345	1500498
1539	939005	1499969
1540	939624	1499375
1541	940240	1498774
1542	940789	1498068
1543	941324	1497339
1544	941893	1496666
1545	942485	1496027
1546	943047	1495343
1547	943583	1494616
1548	944165	1493964
1549	944822	1493428
1550	945384	1492744
1551	945927	1492029
1552	946576	1491482
1553	947214	1490918
1554	947745	1490184
1555	948329	1489535
1556	948911	1488882
1557	949446	1488156
1558	950021	1487494
1559	950571	1486791
1560	951140	1486119
1561	951758	1485522
1562	952494	1485111
1563	953059	1484432
1564	953663	1483815
1565	954185	1483070
1566	954822	1482503
1567	955521	1482033
1568	956106	1481386
1569	956614	1480619
1570	957285	1480105
1571	957779	1479318
1572	958304	1478578
1573	958891	1477935
1574	959471	1477282
1575	963786	1482372
1576	979582	1505091
1577	980708	1505244
1578	981956	1505583
1579	982705	1505157
1580	983309	1504507
1581	984059	1504080
1582	984732	1503536
1583	985386	1502962
1584	985893	1502166
1585	986443	1501433
1586	987091	1500852
1587	987927	1500554
1588	988461	1499798
1589	989359	1499595
1590	989978	1498968
1591	990637	1498401
1592	991210	1497704
1593	991887	1497165
1594	992428	1496420
1595	993088	1495855
1596	993681	1495189
1597	994254	1494492
1598	994800	1493755
1599	995468	1493202
1600	996072	1492552
1601	996665	1491887
1602	997393	1491424
1603	998061	1490869
1604	998643	1490188
1605	999336	1489671
1606	999947	1489031
1607	1000621	1488486
1608	1001166	1487749
1609	1001753	1487075
1610	1002471	1486595
1611	1003131	1486029
1612	1003666	1485277
1613	1004235	1484576
1614	1005006	1484174
1615	1005596	1483503
1616	1006186	1482833
1617	1006710	1482067
1618	1007383	1481519
1619	1007938	1480799
1620	1008504	1480093
1621	1009120	1479462
1622	1009703	1478783
1623	1010278	1478092
1624	1010873	1477429
1625	1011434	1476719
1626	1012076	1476126
1627	1012678	1475475
1628	1013325	1474888
1629	1013840	1474111
1630	1014458	1473483
1631	1015136	1472943
1632	1015826	1472419
1633	1016404	1471733
1634	1017081	1471192
1635	1017745	1470630
1636	1018346	1469976
1637	1018976	1469366
1638	1019681	1468864
1639	1020235	1468144
1640	1020888	1467565
1641	1021422	1466817
1642	1021964	1466080
1643	1022544	1465397
1644	1023130	1464724
1645	1023689	1464012
1646	1024296	1463369
1647	1024930	1462765
1648	1025625	1462246
1649	1026271	1461658
1650	1026882	1461021
1651	1027462	1460340
1652	1027980	1459569
1653	1028531	1458848
1654	1029226	1458329
1655	1029991	1457910
1656	1030658	1457352
1657	1031327	1456796
1658	1032015	1456267
1659	1032560	1455536
1660	1033205	1454947
1661	1033829	1454327
1662	1034411	1453650
1663	1035045	1453044
1664	1035678	1452437
1665	1036264	1451765
1666	1036805	1451030
1667	1037407	1450380
1668	1038129	1449897
1669	1038771	1449304
1670	1039369	1448648
1671	1040058	1448119
1672	1040681	1447498
1673	1041304	1446877
1674	1042002	1446361
1675	1042568	1445661
1676	1043150	1444984
1677	1062933	1470877
1678	1063525	1470186
1679	1064089	1469456
1680	1064771	1468890
1681	1065440	1468305
1682	1066087	1467691
1683	1066676	1466997
1684	1067274	1466314
1685	1067785	1465513
1686	1068405	1464861
1687	1069007	1464186
1688	1069626	1463532
1689	1070189	1462803
1690	1070751	1462072
1691	1071290	1461310
1692	1071860	1460591
1693	1072516	1459990
1694	1073124	1459322
1695	1073705	1458619
1696	1074334	1457980
1697	1074935	1457304
1698	1075472	1456540
1699	1076084	1455878
1700	1076776	1455326
1701	1077325	1454578
1702	1077935	1453915
1703	1078569	1453284
1704	1079221	1452676
1705	1079863	1452055
1706	1080362	1451242
1707	1080925	1450515
1708	1081556	1449880
1709	1082157	1449204
1710	1082736	1448499
1711	1083324	1447807
1712	1083946	1447160
1713	1084508	1446433
1714	1085029	1445652
1715	1085723	1445100
1716	1086288	1444377
1717	1086772	1443547
1718	1087314	1442794
1719	1087795	1441961
1720	1088304	1441165
1721	1088798	1440350
1722	1089347	1439607
1723	1089931	1438911
1724	1090548	1438260
1725	1091244	1437711
1726	1091881	1437085
1727	1092578	1436538
1728	1093078	1435732
1729	1093640	1435008
1730	1094353	1434482
1731	1094962	1433819
1732	1095487	1433046
1733	1096016	1432279
1734	1096601	1431586
1735	1097160	1430859
1736	1097731	1430146
1737	1098280	1429407
1738	1098904	1428765
1739	1099464	1428039
1740	1100002	1427285
1741	1100572	1426573
1742	1101343	1426122
1743	1101917	1425416
1744	1102485	1424701
1745	1102957	1423863
1746	1103541	1423170
1747	1104017	1422338
1748	1104608	1421654
1749	1105255	1421042
1750	1105850	1420363
1751	1106467	1419713
1752	1107015	1418975
1753	1107529	1418193
1754	1108060	1417433
1755	1108836	1416987
1756	1109458	1416342
1757	1110021	1415625
1758	1110505	1414805
1759	1111075	1414096
1760	1111693	1413447
1761	1112230	1412696
1762	1112806	1411996
1763	1113403	1411320
1764	1113972	1410611
1765	1114565	1409931
1766	1115144	1409234
1767	1115664	1408463
1768	1116281	1407815
1769	1117100	1407419
1770	1117712	1406764
1771	1118418	1406227
1772	1119095	1405654
1773	1119787	1405099
1774	1120396	1404440
1775	1120996	1403770
1776	1121651	1403169
1777	1122210	1402447
1778	1122735	1401683
1779	1123432	1401135
1780	1124176	1400644
1781	1124726	1399911
1782	1125288	1399194
1783	1125871	1398504
1784	1126367	1397705
1785	1126980	1397051
1786	1127493	1396275
1787	1128121	1395640
1788	1128691	1394934
1789	1129246	1394209
1790	1129801	1393485
1791	1130425	1392845
1792	1130974	1392114
1793	1131614	1391494
1794	1132270	1390894
1795	1132875	1390232
1796	1133391	1389460
1797	1134043	1388855
1798	1134716	1388277
1799	1135437	1387757
1800	1135975	1387013
1801	1136601	1386375
1802	1137164	1385663
1803	1137723	1384945
1804	1138360	1384322
1805	1138940	1383629
1806	1139504	1382918
1807	1140051	1382186
1808	1140614	1381474
1809	1141266	1380869
1810	1141936	1380287
1811	1142483	1379554
1812	1142998	1378785
1813	1143494	1377993
1814	1144005	1377218
1815	1144584	1376526
1816	1145112	1375773
1817	1145729	1375128
1818	1146299	1374425
1819	1146970	1373843
1820	1147675	1373303
1821	1148137	1372471
1822	1148692	1371752
1823	1149261	1371048
1824	1149859	1370380
1825	1150424	1369672
1826	1150973	1368946
1827	1151594	1368306
1828	1152152	1367590
1829	1152717	1366883
1830	1153391	1366305
1831	1153973	1365619
1832	1154508	1364876
1833	1155137	1364246
1834	1155699	1363536
1835	1156324	1362901
1836	1156884	1362188
1837	1157381	1361403
1838	1157913	1360658
1839	1158474	1359948
1840	1159059	1359266
1841	1159574	1358502
1842	1160162	1357824
1843	1160811	1357218
1844	1161321	1356448
1845	1161945	1355812
1846	1162577	1355186
1847	1163134	1354472
1848	1163692	1353760
1849	1164273	1353075
1850	1164823	1352353
1851	1165373	1351631
1852	1165905	1350890
1853	1166468	1350184
1854	1166973	1349411
1855	1167556	1348729
1856	1168185	1348099
1857	1168691	1347328
1858	1169205	1346567
1859	1169782	1345879
1860	1170337	1345164
1861	1171002	1344577
1862	1171560	1343867
1863	1172168	1343214
1864	1172753	1342535
1865	1173357	1341877
1866	1173974	1341236
1867	1176066	1342277
1868	1178815	1344063
1869	1181551	1345831
1870	1185431	1348895
1871	1189446	1352106
1872	1192232	1353912
1873	1193852	1354391
1874	1194453	1353713
1875	1195575	1353626
1876	1196442	1353248
1877	1196971	1352488
1878	1197510	1351740
1879	1198120	1351072
1880	1198673	1350339
1881	1199270	1349656
1882	1199891	1349002
1883	1200473	1348302
1884	1201057	1347605
1885	1201631	1346897
1886	1202237	1346225
1887	1202767	1345468
1888	1203416	1344845
1889	1203892	1344028
1890	1204446	1343298
1891	1205082	1342660
1892	1205656	1341953
1893	1206219	1341234
1894	1207073	1340838
1895	1207667	1340154
1896	1208244	1339450
1897	1208850	1338779
1898	1209360	1338002
1899	1209899	1337257
1900	1210504	1336585
1901	1211025	1335821
1902	1211638	1335158
1903	1212289	1334536
1904	1212948	1333925
1905	1213506	1333201
1906	1214099	1332517
1907	1214717	1331859
1908	1215237	1331095
1909	1215959	1330552
1910	1216523	1329836
1911	1217023	1329050
1912	1217575	1328321
1913	1218126	1327592
1914	1218738	1326929
1915	1219341	1326256
1916	1219971	1325613
1917	1220598	1324966
1918	1221227	1324322
1919	1221783	1323599
1920	1222455	1323001
1921	1223114	1322389
1922	1223646	1321640
1923	1224149	1320859
1924	1224775	1320212
1925	1225436	1319603
1926	1226052	1318944
1927	1226735	1318358
1928	1227381	1317733
1929	1227949	1317023
1930	1228609	1316412
1931	1229270	1315803
1932	1229791	1315043
1933	1230402	1314380
1934	1230960	1313660
1935	1231545	1312969
1936	1232219	1312374
1937	1232870	1311753
1938	1233387	1310991
1939	1233947	1310274
1940	1234546	1309599
1941	1235215	1308997
1942	1235804	1308311
1943	1236425	1307660
1944	1237183	1307152
1945	1237819	1306516
1946	1238359	1305778
1947	1238903	1305045
1948	1239472	1304339
1949	1240085	1303679
1950	1240657	1302976
1951	1241369	1302420
1952	1241966	1301743
1953	1242540	1301042
1954	1243146	1300375
1955	1243767	1299723
1956	1244225	1298902
1957	1244797	1298200
1958	1245492	1297626
1959	1245930	1296784
1960	1246538	1296120
1961	1247102	1295410
1962	1247738	1294774
1963	1248343	1294107
1964	1248838	1293326
1965	1249415	1292630
1966	1249997	1291939
1967	1250671	1291344
1968	1251241	1290640
1969	1251789	1289915
1970	1252451	1289306
1971	1253168	1288755
1972	1253824	1288140
1973	1254413	1287458
1974	1254999	1286771
1975	1255568	1286068
1976	1256106	1285332
1977	1256681	1284636
1978	1257298	1283982
1979	1257821	1283232
1980	1258361	1282499
1981	1258914	1281781
1982	1259540	1281135
1983	1260075	1280399
1984	1260653	1279706
1985	1261233	1279015
1986	1261886	1278398
1987	1262486	1277727
1988	1263062	1277032
1989	1263668	1276368
1990	1264263	1275693
1991	1264861	1275020
1992	1265478	1274367
1993	1266042	1273661
1994	1266557	1272906
1995	1267147	1272226
1996	1267709	1271518
1997	1268445	1270984
1998	1269026	1270295
1999	1269558	1269558
2000	1270087	1268817
2001	1270499	1267960
2002	1271012	1267204
2003	1271678	1266602
2004	1272223	1265878
2005	1272803	1265189
2006	1273416	1264533
2007	1274157	1264005
2008	1274760	1263339
2009	1275298	1262609
2010	1275869	1261911
2011	1276480	1261254
2012	1277138	1260642
2013	1277617	1259855
2014	1278115	1259086
2015	1278756	1258458
2016	1279437	1257870
2017	1279945	1257112
2018	1280514	1256413
2019	1281079	1255711
2020	1281733	1255096
2021	1282384	1254478
2022	1283011	1253837
2023	1283598	1253157
2024	1284150	1252443
2025	1284760	1251785
2026	1285501	1251255
2027	1286105	1250591
2028	1286787	1250004
2029	1287384	1249333
2030	1288169	1248845
2031	1288744	1248153
2032	1289444	1247583
2033	1290088	1246958
2034	1290662	1246266
2035	1291285	1245621
2036	1291826	1244897
2037	1292532	1244332
2038	1293155	1243687
2039	1293762	1243026
2040	1294401	1242397
2041	1295812	1242508
2042	1296416	1241844
2043	1297009	1241169
2044	1297534	1240430
2045	1298096	1239726
2046	1298680	1239044
2047	1299291	1238387
2048	1299966	1237791
2049	1300542	1237101
2050	1301052	1236348
2051	1301742	1235767
2052	1302324	1235082
2053	1302978	1234467
2054	1303562	1233785
2055	1304110	1233068
2056	1304699	1232392
2057	1305224	1231654
2058	1305815	1230979
2059	1306384	1230284
2060	1307002	1229635
2061	1307594	1228961
2062	1308106	1228211
2063	1308642	1227486
2064	1309120	1226706
2065	1309671	1225994
2066	1310312	1225367
2067	1310854	1224647
2068	1311427	1223956
2069	1312097	1223356
2070	1312614	1222614
2071	1313228	1221961
2072	1313759	1221232
2073	1314367	1220574
2074	1314985	1219925
2075	1315707	1219374
2076	1316218	1218627
2077	1316814	1217958
2078	1317445	1217321
2079	1317991	1216607
2080	1318570	1215923
2081	1319080	1215175
2082	1319627	1214462
2083	1320214	1213786
2084	1320817	1213125
2085	1321389	1212434
2086	1322066	1211841
2087	1322733	1211238
2088	1323428	1210661
2089	1324020	1209989
2090	1324585	1209293
2091	1325170	1208616
2092	1325724	1207910
2093	1326329	1207250
2094	1326911	1206571
2095	1327466	1205866
2096	1328077	1205212
2097	1328691	1204562
2098	1329326	1203929
2099	1329883	1203228
2100	1330562	1202635
2101	1331138	1201950
2102	1331737	1201286
2103	1332330	1200616
2104	1332947	1199968
2105	1333557	1199315
2106	1334167	1198660
2107	1334789	1198018
2108	1335361	1197330
2109	1335888	1196601
2110	1336432	1195888
2111	1336958	1195160
2112	1337628	1194560
2113	1338305	1193965
2114	1338895	1193294
2115	1339447	1192589
2116	1340108	1191981
2117	1340671	1191285
2118	1341227	1190584
2119	1341775	1189876
2120	1342373	1189212
2121	1342993	1188568
2122	1343615	1187926
2123	1344256	1187300
2124	1344839	1186623
2125	1345447	1185967
2126	1346019	1185281
2127	1346622	1184622
2128	1347094	1183848
2129	1347701	1183193
2130	1348341	1182567
2131	1348999	1181956
2132	1349609	1181303
2133	1350217	1180649
2134	1350786	1179961
2135	1351364	1179280
2136	1352019	1178667
2137	1352663	1178044
2138	1353196	1177325
2139	1353736	1176611
2140	1354368	1175978
2141	1354937	1175291
2142	1355571	1174660
2143	1356268	1174083
2144	1356876	1173429
2145	1357562	1172842
2146	1358237	1172246
2147	1358816	1171568
2148	1359454	1170940
2149	1360030	1170259
2150	1360629	1169597
2151	1361162	1168879
2152	1361727	1168189
2153	1362338	1167538
2154	1362985	1166917
2155	1363419	1166115
2156	1364029	1165464
2157	1364606	1164784
2158	1365221	1164137
2159	1365700	1163374
2160	1367001	1163311
2161	1376625	1170322
2162	1378051	1170356
2163	1378815	1169826
2164	1379391	1169137
2165	1379925	1168413
2166	1380491	1167716
2167	1381071	1167030
2168	1381741	1166421
2169	1382416	1165816
2170	1383003	1165137
2171	1383559	1164432
2172	1384272	1163859
2173	1384839	1163163
2174	1385468	1162519
2175	1386102	1161880
2176	1386693	1161204
2177	1387299	1160542
2178	1387956	1159921
2179	1388522	1159225
2180	1389084	1158525
2181	1389662	1157839
2182	1390196	1157116
2183	1390815	1156465
2184	1391419	1155801
2185	1392083	1155187
2186	1392745	1154571
2187	1393321	1153884
2188	1393948	1153239
2189	1394540	1152565
2190	1395146	1151902
2191	1395779	1151263
2192	1396371	1150590
2193	1397000	1149946
2194	1397658	1149327
2195	1398362	1148745
2196	1398952	1148070
2197	1399652	1147485
2198	1400228	1146799
2199	1400868	1146165
2200	1401465	1145495
2201	1402030	1144800
2202	1402668	1144165
2203	1403252	1143485
2204	1403824	1142796
2205	1404359	1142076
2206	1405041	1141477
2207	1405712	1140867
2208	1406408	1140279
2209	1407059	1139654
2210	1409644	1140594
2211	1410693	1140289
2212	1413634	1141511
2213	1414380	1140959
2214	1415141	1140418
2215	1415776	1139777
2216	1416355	1139089
2217	1417610	1138945
2218	1418275	1138327
2219	1418890	1137669
2220	1419490	1136998
2221	1420068	1136310
2222	1420650	1135625
2223	1421265	1134967
2224	1421838	1134275
2225	1422463	1133625
2226	1423003	1132907
2227	1423572	1132212
2228	1424183	1131552
2229	1424766	1130868
2230	1425241	1130099
2231	1425854	1129440
2232	1426401	1128728
2233	1426984	1128045
2234	1427583	1127376
2235	1428196	1126716
2236	1428734	1125998
2237	1429339	1125333
2238	1429926	1124654
2239	1430698	1124120
2240	1431267	1123426
2241	1431882	1122769
2242	1432455	1122079
2243	1433118	1121460
2244	1433648	1120736
2245	1434228	1120052
2246	1434858	1119406
2247	1435403	1118695
2248	1435951	1117986
2249	1436489	1117269
2250	1437035	1116559
2251	1437655	1115906
2252	1438204	1115198
2253	1438718	1114464
2254	1439385	1113848
2255	1439975	1113172
2256	1440638	1112553
2257	1441201	1111856
2258	1442296	1111570
2259	1442972	1110961
2260	1443576	1110296
2261	1444143	1109602
2262	1444656	1108868
2263	1445351	1108272
2264	1446044	1107676
2265	1446612	1106984
2266	1447183	1106293
2267	1447771	1105617
2268	1448518	1105062
2269	1449051	1104343
2270	1449615	1103648
2271	1450149	1102930
2272	1450719	1102240
2273	1451261	1101529
2274	1451889	1100883
2275	1452433	1100173
2276	1453009	1099488
2277	1453554	1098780
2278	1454212	1098157
2279	1454845	1097514
2280	1455350	1096776
2281	1456029	1096169
2282	1456616	1095493
2283	1457267	1094864
2284	1457944	1094256
2285	1458535	1093582
2286	1459190	1092957
2287	1459940	1092402
2288	1460678	1091839
2289	1461209	1091121
2290	1461735	1090400
2291	1462308	1089713
2292	1462962	1089087
2293	1463524	1088392
2294	1464072	1087687
2295	1464737	1087069
2296	1465326	1086395
2297	1465913	1085720
2298	1466432	1084994
2299	1467036	1084330
2300	1467495	1083561
2301	1468086	1082889
2302	1468706	1082238
2303	1469277	1081551
2304	1469895	1080899
2305	1470654	1080350
2306	1471336	1079745
2307	1471911	1079061
2308	1472437	1078342
2309	1472936	1077602
2310	1473575	1076966
2311	1474169	1076297
2312	1474795	1075650
2313	1475329	1074937
2314	1475938	1074279
2315	1476528	1073607
2316	1477129	1072942
2317	1477771	1072308
2318	1478452	1071703
2319	1479025	1071018
2320	1479683	1070395
2321	1480241	1069700
2322	1480895	1069075
2323	1481514	1068424
2324	1482072	1067729
2325	1482755	1067124
2326	1483333	1066445
2327	1483957	1065797
2328	1484553	1065130
2329	1485003	1064358
2330	1485617	1063704
2331	1486142	1062987
2332	1486760	1062336
2333	1487392	1061695
2334	1488091	1061101
2335	1488650	1060408
2336	1489205	1059713
2337	1489844	1059077
2338	1490577	1058507
2339	1491126	1057807
2340	1491599	1057054
2341	1492300	1056462
2342	1492814	1055738
2343	1493457	1055104
2344	1494043	1054431
2345	1494582	1053724
2346	1495132	1053027
2347	1495684	1052330
2348	1496290	1051671
2349	1496971	1051065
2350	1497533	1050375
2351	1498218	1049772
2352	1498923	1049182
2353	1499519	1048516
2354	1500137	1047867
2355	1500721	1047192
2356	1501336	1046540
2357	1501863	1045827
2358	1502407	1045125
2359	1502932	1044410
2360	1503580	1043781
2361	1504208	1043138
2362	1504657	1042372
2363	1505223	1041685
2364	1505770	1040987
2365	1506457	1040385
2366	1507088	1039744
2367	1507836	1039184
2368	1508448	1038531
2369	1508981	1037823
2370	1509518	1037117
2371	1510137	1036468
2372	1510762	1035824
2373	1511391	1035182
2374	1512017	1034538
2375	1512613	1033874
2376	1513119	1033148
2377	1513636	1032429
2378	1514158	1031715
2379	1514769	1031061
2380	1515382	1030408
2381	1515940	1029719
2382	1516440	1028990
2383	1517050	1028336
2384	1517630	1027661
2385	1518113	1026921
2386	1518773	1026301
2387	1519378	1025644
2388	1519888	1024922
2389	1520461	1024243
2390	1521054	1023578
2391	1521511	1022821
2392	1522032	1022108
2393	1522618	1021439
2394	1523166	1020744
2395	1523751	1020074
2396	1524321	1019393
2397	1524928	1018738
2398	1525528	1018079
2399	1526036	1017357
2400	1526571	1016654
2401	1527068	1015926
2402	1527688	1015280
2403	1528326	1014645
2404	1528921	1013983
2405	1529482	1013298
2406	1530019	1012597
2407	1530582	1011913
2408	1531163	1011241
2409	1531804	1010609
2410	1532405	1009950
2411	1533046	1009319
2412	1533771	1008742
2413	1534411	1008109
2414	1534947	1007408
2415	1535602	1006785
2416	1536218	1006137
2417	1536811	1005473
2418	1537431	1004827
2419	1538024	1004164
2420	1538576	1003474
2421	1539181	1002819
2422	1539849	1002205
2423	1540398	1001513
2424	1541026	1000872
2425	1541556	1000168
2426	1542194	999535
2427	1542850	998913
2428	1543422	998236
2429	1544030	997583
2430	1544589	996898
2431	1545214	996256
2432	1545755	995560
2433	1546432	994951
2434	1547076	994322
2435	1547604	993618
2436	1548148	992924
2437	1548691	992229
2438	1549271	991558
2439	1549794	990852
2440	1550446	990227
2441	1551046	989570
2442	1551631	988903
2443	1552279	988276
2444	1552869	987612
2445	1553470	986955
2446	1554084	986307
2447	1554613	985604
2448	1555238	984963
2449	1555839	984306
2450	1556377	983610
2451	1557021	982980
2452	1557666	982352
2453	1558224	981668
2454	1558850	981027
2455	1559481	980390
2456	1560019	979694
2457	1560498	978962
2458	1561131	978326
2459	1561682	977638
2460	1562311	976999
2461	1562836	976296
2462	1563419	975629
2463	1563998	974960
2464	1564592	974299
2465	1565242	973674
2466	1565847	973021
2467	1566351	972305
2468	1566961	971655
2469	1567483	970951
2470	1568071	970287
2471	1568683	969639
2472	1569240	968956
2473	1569805	968279
2474	1570352	967590
2475	1570899	966902
2476	1571431	966205
2477	1571991	965525
2478	1572533	964833
2479	1573057	964132
2480	1573654	963474
2481	1574282	962836
2482	1574958	962228
2483	1575548	961566
2484	1576262	960981
2485	1576866	960328
2486	1577414	959641
2487	1577975	958962
2488	1578482	958251
2489	1579059	957582
2490	1579688	956945
2491	1580197	956235
2492	1580763	955559
2493	1581315	954876
2494	1587490	957584
2495	1587978	956858
2496	1588557	956188
2497	1589219	955567
2498	1589822	954911
2499	1590442	954265
2500	1590979	953569
2501	1591543	952890
2502	1592136	952228
2503	1592686	951541
2504	1593187	950824
2505	1593809	950180
2506	1594503	949578
2507	1595084	948909
2508	1595654	948234
2509	1596241	947569
2510	1596820	946899
2511	1597372	946214
2512	1598088	945625
2513	1598686	944967
2514	1599328	944335
2515	1599897	943659
2516	1600523	943017
2517	1601065	942327
2518	1601627	941647
2519	1602248	941002
2520	1602912	940383
2521	1603464	939698
2522	1604132	939081
2523	1604783	938455
2524	1605366	937788
2525	1605952	937123
2526	1606542	936460
2527	1607237	935859
2528	1607811	935187
2529	1608462	934561
2530	1609087	933919
2531	1609774	933312
2532	1610310	932619
2533	1610861	931935
2534	1611497	931299
2535	1612140	930667
2536	1612629	929947
2537	1613232	929293
2538	1613820	928629
2539	1614307	927908
2540	1614998	927305
2541	1615570	926633
2542	1616115	925946
2543	1616726	925296
2544	1617345	924651
2545	1617871	923953
2546	1618471	923297
2547	1619094	922654
2548	1619668	921984
2549	1620281	921336
2550	1620857	920667
2551	1621579	920081
2552	1622145	919406
2553	1622713	918732
2554	1623293	918066
2555	1623822	917370
2556	1624403	916704
2557	1625080	916093
2558	1625700	915449
2559	1626263	914772
2560	1626895	914136
2561	1627517	913493
2562	1628082	912818
2563	1628681	912163
2564	1629209	911468
2565	1629885	910855
2566	1630578	910252
2567	1631095	909551
2568	1631588	908837
2569	1632194	908186
2570	1632695	907476
2571	1633273	906809
2572	1633949	906197
2573	1634521	905527
2574	1635266	904953
2575	1635829	904278
2576	1636396	903605
2577	1637007	902957
2578	1637613	902306
2579	1638157	901621
2580	1638829	901007
2581	1639377	900324
2582	1639912	899634
2583	1640514	898981
2584	1641151	898348
2585	1641758	897698
2586	1642592	897171
2587	1643346	896601
2588	1644017	895986
2589	1644535	895287
2590	1645120	894625
2591	1645675	893947
2592	1646408	893365
2593	1647073	892746
2594	1647687	892100
2595	1648259	891431
2596	1648805	890748
2597	1649461	890124
2598	1650022	889450
2599	1650626	888799
2600	1651263	888165
2601	1651777	887465
2602	1652291	886765
2603	1652862	886096
2604	1653567	885499
2605	1654214	884871
2606	1654872	884249
2607	1655498	883609
2608	1656142	882980
2609	1656696	882301
2610	1657274	881637
2611	1657804	880946
2612	1658442	880313
2613	1659059	879669
2614	1659596	878983
2615	1660198	878331
2616	1660799	877679
2617	1661481	877069
2618	1662172	876464
2619	1662828	875841
2620	1663455	875202
2621	1664007	874524
2622	1664609	873872
2623	1665143	873184
2624	1665754	872537
2625	1666335	871875
2626	1667168	871344
2627	1667793	870705
2628	1668310	870009
2629	1668856	869328
2630	1669468	868681
2631	1670111	868052
2632	1670658	867371
2633	1671369	866777
2634	1671951	866115
2635	1672496	865434
2636	1672930	864696
2637	1673523	864040
2638	1674191	863423
2639	1674751	862750
2640	1675260	862051
2641	1675807	861372
2642	1676353	860693
2643	1676970	860049
2644	1677568	859397
2645	1678066	858693
2646	1678686	858051
2647	1679317	857415
2648	1679910	856760
2649	1680505	856106
2650	1681068	855436
2651	1681587	854743
2652	1682165	854080
2653	1682808	853451
2654	1683365	852778
2655	1684016	852152
2656	1684629	851508
2657	1685164	850824
2658	1685782	850182
2659	1686331	849505
2660	1686871	848823
2661	1687588	848231
2662	1688174	847573
2663	1688897	846984
2664	1689493	846331
2665	1690010	845639
2666	1690590	844978
2667	1691271	844368
2668	1691876	843719
2669	1692443	843052
2670	1693023	842391
2671	1693653	841755
2672	1694227	841092
2673	1694877	840466
2674	1695516	839835
2675	1696078	839166
2676	1696800	838575
2677	1697370	837910
2678	1698118	837332
2679	1698782	836713
2680	1699410	836076
2681	1699958	835400
2682	1700571	834756
2683	1701246	834143
2684	1701837	833488
2685	1702373	832806
2686	1703008	832173
2687	1703665	831551
2688	1704249	830892
2689	1704786	830212
2690	1705391	829564
2691	1706027	828931
2692	1706609	828272
2693	1707234	827634
2694	1707821	826978
2695	1708445	826340
2696	1709119	825725
2697	1709687	825060
2698	1710249	824392
2699	1710863	823749
2700	1711375	823057
2701	1712103	822468
2702	1712672	821804
2703	1713288	821161
2704	1713917	820525
2705	1714538	819886
2706	1715190	819261
2707	1715746	818591
2708	1716348	817942
2709	1716885	817262
2710	1717465	816603
2711	1718003	815924
2712	1718583	815265
2713	1719188	814619
2714	1719763	813957
2715	1720309	813283
2716	1720912	812635
2717	1721447	811955
2718	1722115	811338
2719	1722740	810701
2720	1723287	810027
2721	1723805	809339
2722	1724354	808667
2723	1725014	808046
2724	1725627	807403
2725	1726230	806756
2726	1726728	806059
2727	1727330	805411
2728	1727964	804779
2729	1728535	804117
2730	1729236	803515
2731	1729770	802836
2732	1730425	802213
2733	1731049	801575
2734	1731643	800924
2735	1732229	800269
2736	1732932	799669
2737	1733510	799010
2738	1734049	798333
2739	1734700	797709
2740	1735306	797063
2741	1735905	796414
2742	1736500	795764
2743	1737037	795087
2744	1737684	794460
2745	1738244	793794
2746	1738830	793139
2747	1739491	792519
2748	1740136	791891
2749	1740702	791228
2750	1741267	790564
2751	1741817	789893
2752	1742450	789260
2753	1743084	788628
2754	1743707	787991
2755	1744373	787373
2756	1744981	786728
2757	1745539	786062
2758	1746191	785438
2759	1746821	784803
2760	1747464	784175
2761	1748090	783539
2762	1748678	782886
2763	1749276	782237
2764	1749847	781577
2765	1750402	780909
2766	1751058	780287
2767	1751609	779618
2768	1752255	778991
2769	1752793	778316
2770	1753441	777690
2771	1754074	777057
2772	1754663	776405
2773	1755237	775746
2774	1755739	775056
2775	1756286	774385
2776	1756846	773721
2777	1757475	773086
2778	1757973	772394
2779	1758527	771727
2780	1759082	771061
2781	1759699	770421
2782	1760287	769769
2783	1760850	769107
2784	1761394	768435
2785	1761956	767772
2786	1762573	767133
2787	1763123	766465
2788	1763706	765811
2789	1764442	765224
2790	1765091	764598
2791	1765672	763944
2792	1766228	763279
2793	1766932	762677
2794	1767513	762022
2795	1768111	761375
2796	1768653	760704
2797	1769235	760050
2798	1769838	759405
2799	1770443	758761
2800	1771041	758114
2801	1771581	757442
2802	1772148	756782
2803	1772721	756125
2804	1773311	755475
2805	1773904	754825
2806	1774447	754156
2807	1775053	753512
2808	1775745	752905
2809	1776382	752275
